Symbol|Issue_Name|Primary_Listing_Mkt
PPRRF|Prontoforms Corp Ordinary Shares (Canada)|U
PPRUF|Kering SA Ordinary Shares (France)|U
PPRUY|Kering Unsponsored ADR (France)|U
PPRW|Premier Power Renewable Energy, Inc. Common Stock|U
PPSC|PortfolioPlus S&P Small Cap ETF|ARCA
PPSF|Peoples-Sidney Financial Corporation Common Stock|U
PPSHY|Pushpay Holdings Limited American Depositary Receipts - Unsponsored (New Zealand)|U
PPSI|Pioneer Power Solutions, Inc. Common Stock|NASDAQ
PPSTF|PEPSI-COLA PRODUCTS PHILIPPINES INC Ordinary Shares (Phillippines)|U
PPT|Putnam Premier Income Trust|NYSE
PPTDF|Peptidream, Inc. Ordinary Shares (Japan)|U
PPTL|Premium Energy Corporation Common Stock|U
PPTM|Peopleline Telecom, Inc. Common Stock|U
PPTY|PPTY-US Diversified Real Estate ETF|ARCA
PPWLM|PacifiCorp 7.00% Preferred Stock|U
PPWLO|PacifiCorp 6% Preferred Stock|U
PPX|PPL CAPITAL FUNDING, INC. 2013 Series B Junior Subordinated Notes due 2073|NYSE
PPZRF|Western Atlas Res Inc Cda Ordinary Shares|U
PQEFF|Petroteq Energy Inc Ordinary Shares|U
PQG|PQ Group Holdings Inc. Common Stock|NYSE
PQIN|PGIM QMA Strategic Alpha International Equity ETF|ARCA
PQLC|PGIM QMA Strategic Alpha Large-Cap Core ETF|ARCA
PQSG|PGIM QMA Strategic Alpha Small-Cap Growth ETF|ARCA
PQSV|PGIM QMA Strategic Alpha Small-Cap Value ETF|ARCA
PRA|ProAssurance Corporation|NYSE
PRAA|PRA Group, Inc. Common Stock|NASDAQ
PRAC|Productivity Technologies Corp. Common Stock|U
PRAH|PRA Health Sciences, Inc. Common Stock|NASDAQ
PRBCF|Precise Biometrics AB Ordinary Shares|U
PRBDF|Personal Group Holdings Plc Ordinary Shares|U
PRBEQ|Rooster Energy Ltd. Ordinary Shares (Canada)|U
PRBGF|Vivoryon Therapeutics AG Ordinary Shares|U
PRBZF|Premium Brands Holdings Corporation (Canada)|U
PRCF|Protein Reactor Combined Fuels Inc Common Stock|U
PRCK|Placer Creek Mining Co Common Stock|U
PRCNF|Pure Global Cannabis Inc Common Shares|U
PRCP|Perceptron, Inc. Common Stock|NASDAQ
PRCXF|Green Cross Health Ltd Ordinary Shares (New Zealand)|U
PRDGF|PREMIER DIVERSIFIED HLDGS INC  Ordinary Shares|U
PRDL|Profitable Developments, Inc. Common Stock|U
PRDSF|Prada Spa Ordinary Shares (Italy)|U
PRDSY|Prada Spa Unsponsored ADR (Italy)|U
PRE PRF|PartnerRe Ltd. 5.875% Series F Non-Cumulative Preferred Shares|NYSE
PRE PRG|PartnerRe Ltd.  6.50% Series G Cumulative Redeemable Preferred Shares, $1.00 par value|NYSE
PRE PRH|PartnerRe Ltd. 7.25% Series H Cumulative Redeemable Preferred Shares, $1.00 par value|NYSE
PRE PRI|PartnerRe Ltd.  5.875% Series I Non-Cumulative Redeemable Preferred Shares, $1.00 par value|NYSE
PREA|Pure Earth, Inc. Common Stock|U
PREC|Prestige Cars International Common Stock|U
PRED|Predictive Technology Group, Inc. Common Stock|U
PREF|Principal Spectrum Preferred Securities Active ETF|BATS
PREGF|PRD Energy, Inc. Ordinary Shares (Canada)|U
PREHU|Praire Ethanol LLC Cap Unit Class A|U
PREIF|Precipitate Gold Corporation Common Shares (Canada)|U
PREKF|Prairiesky Royalty Ltd. Ordinary Shares (Canada)|U
PREMF|PreMD Inc Common Stock|U
PRENU|Prairie Ethanol LLC  Unit|U
PRESF|Perpetual Resources Limited Ordinary Shares (Australia)|U
PREUF|Prosperity Real Estate Investment Trust Units (Hong Kong)|U
PREX|Progress Energy Inc Contingent value obligation|U
PREXF|POWER RESOURCE EXPLORATION INC. NEW Common Stock (Canada)|U
PRF|Invesco FTSE RAFI US 1000 ETF|ARCA
PRFC|Epcylon Technologies, Inc. Common Stock|U
PRFT|Perficient, Inc. Common Stock|NASDAQ
PRFZ|Invesco Exchange-Traded Fund Trust Invesco FTSE RAFI US 1500 Small-Mid ETF|NASDAQ
PRGAF|Pargesa Holding Sa Ordinary Shares (Switzerland)|U
PRGBQ|Protea Biosciences Group Inc Common Stock|U
PRGCF|Prosper Gold Corp Ordinary Shares (Canada)|U
PRGLY|Puregold Price Club Inc American Depositary Receipts (Phillipines)|U
PRGNF|PARAGON SHIPPING INC Ordinary Shares|U
PRGO|PERRIGO COMPANY PLC|NYSE
PRGS|Progress Software Corporation Common Stock (DE)|NASDAQ
PRGX|PRGX Global, Inc. Common Stock|NASDAQ
PRH|PRUDENTIAL FINANCIAL, INC. 5.70%  DUE 2053|NYSE
PRHB|Pure H2o Bio-Technologies, Inc. Common Stock New|U
PRHL|Premier Holding Corp Common Stock|U
PRHRQ|Petroshare Corp Common Stock|U
PRI|PRIMERICA, INC.|NYSE
PRIEF|Paleo Resources, Inc.  Ordinary Shares|U
PRIF PRA|Priority Income Fund, Inc. 6.375% Series A Term Preferred Stock due 2025|NYSE
PRIF PRB|Priority Income Fund, Inc. 6.25% Series B Term Preferred Stock due 2023, par value $0.01 per share|NYSE
PRIF PRC|Priority Income Fund, Inc. 6.625% Series C Term Preferred Stock due 2024, par value $0.01 per share|NYSE
PRIF PRD|Priority Income Fund, Inc. 7.00% Series D Term Preferred Stock due 2029|NYSE
PRIF PRE|Priority Income Fund, Inc. 6.375% Series E Preferred Stock Due 2024|NYSE
PRIM|Primoris Services Corporation Common Stock|NASDAQ
PRISY|Promotora De Informaciones SA American Depositary Receipts - Sponsored|U
PRK|Park National Corporation|AMEX
PRKA|Parks! America, Inc. Common Stock|U
PRKI|Perk Intl Inc Common Stock|U
PRKR|PARKERVISION INC Common Stock|U
PRKV|ParkVida Group, Inc. Common Stock|U
PRKWF|Parkway Life REIT Units (Singapore)|U
PRLB|PROTO LABS, INC.|NYSE
PRLE|Pillarstone Capital REIT Common Stock|U
PRLEP|Pillarstone Capital REIT Preferred Stock|U
PRLLY|Pirelli & C. SpA American Depositary Receipts - Unsponsored|U
PRLO|PROLOGIC Management Systems, Inc. Common Stock|U
PRLX|Parallax Health Sciences Inc. Common Stock|U
PRMAF|Purpose Multi-Asset Income Fund|U
PRMK|Proconcept Marketing Group Inc NEW Common Stock|U
PRMO|Prom Resources, Inc. New Common Stock|U
PRMRF|Paramount Res Ltd Class A Shares (Canada)|U
PRMW|Primo Water Corporation Common Stock|NASDAQ
PRMY|Primary Bk Common Stock|U
PRN|Invesco Exchange-Traded Fund Trust Invesco DWA Industrials Momentum ETF|NASDAQ
PRNAF|Alterity Therapeutics Ltd Ordinary Shares|U
PRNB|Principia Biopharma Inc. Common Stock|NASDAQ
PRNI|Printron Inc New Common Stock|U
PRNT|The 3D Printing ETF|BATS
PRO|Pros Holdings, Inc.|NYSE
PROAF|Proactis Holdings PLC York Ordinary Shares (United Kingdom)|U
PROBF|PROBE METALS INC  Ordinary Shares|U
PROF|Profound Medical Corp. Common Stock|NASDAQ
PROM|Propel Media, Inc Common Stock|U
PROP|Pledge Petroleum Corp. Common Stock|U
PROS|ProSight Global, Inc.|NYSE
PROSF|PROSUS N V Shs (Netherlands)|U
PROSY|Prosus NV Sponsored ADR (Netherlands)|U
PROT|Proteonomix Inc Common Stock|U
PROV|Provident Financial Holdings, Inc. Common Stock|NASDAQ
PROXQ|Proxim Corporation Class A Common Stock|U
PRPCF|PROPHECY DEV CORP Common Shares|U
PRPH|ProPhase Labs, Inc. Common Stock (DE)|NASDAQ
PRPI|Perpetual Inds Inc Common Stock|U
PRPL|Purple Innovation, Inc. Common Stock|NASDAQ
PRPLF|Perpetual Ltd Ordinary Shares (Australia)|U
PRPLW|Purple Innovation, Inc. Warrants Exp 02/02/2023|U
PRPM|ProTek Capital, Inc.  Common Stock|U
PRPO|Precipio, Inc.  Common Stock|NASDAQ
PRPPF|Purplebricks Group PLC Ordinary Shares (United Kingdom)|U
PRPRF|Prairie Provident Res Inc Ordinary Shares (Canada)|U
PRQR|ProQR Therapeutics N.V. Ordinary Shares|NASDAQ
PRRCF|Procredit Holding Ag Ordinary Shares (Germany)|U
PRRE|Praetorian Property, Inc. Common Stock|U
PRRFY|Premier Foods Plc Unsponsored ADR (UK)|U
PRRMF|Premium Income Corp Ordinary Shares Cl A (Canada)|U
PRRP|Paracap Corp Common Stock|U
PRRSF|Posera Ltd Ordinary Shares (Canada)|U
PRRUF|Immutep Ltd Ordinary Shares|U
PRRVF|Providence Gold Mines Inc Ordinary Shares (Canada)|U
PRRWF|Park Lawn Corp Ordinary Shares (Canada)|U
PRRY|Planet Resource Recovery, Inc. Common Stock|U
PRS|Prudential Financial, Inc. 5.625% Junior Subordinated Notes due 2058|NYSE
PRSC|The Providence Service Corporation Common Stock|NASDAQ
PRSEF|Prosafe SE Ordinary Shares|U
PRSEY|Prosafe SE American Depositary Receipts - Unsponsored|U
PRSG|Primus Guaranty, Ltd.|U
PRSI|Portsmouth Square Inc Common Stock|U
PRSP|Perspecta Inc. Common Stock|NYSE
PRSRF|Para Res Inc Ordinary Shares (Canada)|U
PRSZF|Press Corporation Plc Global Depositary Receipts - Sponsored|U
PRT|PermRock Royalty Trust Trust Unit|NYSE
PRTA|Prothena Corporation plc Ordinary Shares|NASDAQ
PRTDF|Petro Matad Ltd, Douglas Ordinary Shares (Isle of Man)|U
PRTFU|Patriot Renewable Fuels LLC UNIT MEMBERSHIP INT|U
PRTH|Priority Technology Holdings, Inc. Common Stock|NASDAQ
PRTHU|Priority Technology Holdings, Inc Unit   11/15/2021|U
PRTHW|Priority Technology Holdings, Inc Warrant   11/15/2021|U
PRTK|Paratek Pharmaceuticals, Inc. Common Stock|NASDAQ
PRTO|Proteon Therapeutics, Inc. Common Stock|NASDAQ
PRTR|Precicion Trim Inc Common Stock|U
PRTS|U.S. Auto Parts Network, Inc. Common Stock|NASDAQ
PRTT|Protect Pharmaceutical Corporation Common Stock|U
PRTX|Protalex, Inc. Common Stock|U
PRTY|Party City Holdco Inc.|NYSE
PRU|Prudential Financial, Inc.|NYSE
PRVB|Provention Bio, Inc. Common Stock|NASDAQ
PRVCF|PreveCeutical Medical Inc. Ordinary Shares (Canada)|U
PRVL|Prevail Therapeutics Inc. Common Stock|NASDAQ
PRVU|PreVu, Incorporated Common Stock|U
PRWWW|PRWireless PR Inc Wt Expiring 06/27/2024|U
PRWYF|Prodways Group Common Stock (France)|U
PRXG|Pernix Group, Inc.  Common Stock|U
PRXIQ|Premier Exhibitions, Inc.|U
PRXM|Proxim Wireless Corporation Common Stock|U
PRXXF|Paradox Interactive AB Ordinary Shares (Sweden)|U
PRYGF|Warrengo Energy Ltd. Ordinary Shares|U
PRYMF|Prysmian S.P.A., Milano Ordinary Shares (Italy)|U
PRYMY|Prysmian S.P.A., Milano Unsponsored ADR (Italy)|U
PRYNF|Backstageplay Inc Common Shares|U
PRZFD|BOUNDARY GOLD & COPPER MNG LTD Ordinary Shares|U
PRZM|PRISM TECHNOLOGIES GROUP INC Common Stock|U
PS|Pluralsight, Inc. Class A Common Stock|NASDAQ
PSA|Public Storage|NYSE
PSA PRACL|Public Storage Depositary Shares Each Representing 1/1,000 of a 5.875% Cumulative Preferred Share of|NYSE
PSA PRB|Public Storage Depositary Shares Each Representing 1/1,000 of a 5.40% Cumulative Preferred Share of|NYSE
PSA PRC|Public Storage  Depositary Shares Each Representing 1/1000 of a 5.125% Cumulative Preferred Share of|NYSE
PSA PRD|Public Storage|NYSE
PSA PRE|Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of B|NYSE
PSA PRF|Public Storage Depositary Shares Each Representing 1/1,000 of a 5.15% Cumulative Preferred Share of|NYSE
PSA PRG|Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.05% Cumulative Preferred Share of|NYSE
PSA PRH|Public Storage Depositary Shares Each Representing 1/1,000 of a 5.60% Cumulative Preferred Share of|NYSE
PSA PRI|Public Storage Depositary Shares Each Representing 1/1,000 of a 4.875% Cumulative Preferred Share of|NYSE
PSA PRJ|Public Storage Depositary Shares Each Representing 1/1,000 of a 4.700% Cumulative Preferred Share of|NYSE
PSA PRV|PUBLIC STORAGE Depositary Shares Each Representing 1/1,000 of a 5.375% Cumulative Preferred Share of|NYSE
PSA PRW|Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.20% Cumulative Preferred Share of|NYSE
PSA PRX|PUBLIC STORAGE Depositary Shares Each Representing 1/1,000 of a 5.20% Cumulative Preferred Share of|NYSE
PSB|PS Business Parks, Inc.|NYSE
PSB PRUCL|PS Business Parks, Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.75% Cumulative Pr|NYSE
PSB PRVCL|PS Business Parks, Inc. Depositary Shares Each Representing 1/1,000 of a Share of 5.70% Cumulative P|NYSE
PSB PRW|PS Business Parks, Inc    Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative|NYSE
PSB PRX|PS Business Parks, Inc. Depositary Shares Each Representing 1/1,000 of a Share of 5.25 Percent Cumul|NYSE
PSB PRY|PS Business Parks, Inc. 5.20% Cumulative Preferred Stock, Series Y|NYSE
PSB PRZ|PS Business Parks, Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative P|NYSE
PSBC|Pacific State Bancorp (Stockton, CA) Common Stock|U
PSBP|PSB Holding Corp. Common Stock|U
PSBQ|PSB Holdings, Inc. (Wisconsin) Common Stock|U
PSC|Principal Exchange-Traded Funds Principal U.S. Small-Cap Multi-Factor Index ETF|NASDAQ
PSCC|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Consumer Staples ETF|NASDAQ
PSCD|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Consumer Discretionary ETF|NASDAQ
PSCE|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Energy ETF|NASDAQ
PSCF|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Financials ETF|NASDAQ
PSCH|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Health Care ETF|NASDAQ
PSCI|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Industrials ETF|NASDAQ
PSCM|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Materials ETF|NASDAQ
PSCO|ProtoSource Corporation Common Stock|U
PSCR|Proto Script Pharmaceutical Corp. Common Stock|U
PSCSF|Camarico Invt Group Ltd Common Shares|U
PSCT|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Information Technology ETF|NASDAQ
PSCU|Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Utilities & Communication Services ETF|NASDAQ
PSDI|Presidion Corporation Common Stock|U
PSDMF|Gaming Realms PLC Ordinary Shares (United Kingdom)|U
PSDNF|Poseidon Nickel Ltd Ordinary Shares (Australia)|U
PSDO|Presidio, Inc. Common Stock|NASDAQ
PSEC|Prospect Capital Corporation Common Stock|NASDAQ
PSEP|Innovator S&P 500 Power Buffer ETF - September|BATS
PSET|Principal Exchange-Traded Funds Principal Price Setters Index ETF|NASDAQ
PSF|COHEN & STEERS SELECT PREFERRED AND INCOME FUND|NYSE
PSFT|Powersafe Technology Corp. New Common Stock|U
PSGFF|Precious Shipping Plc Foreign Ordinary Shares|U
PSGR|Pershing Resources Company, Inc. Common Stock|U
PSGTF|Pt Semen Gresik Persero International Depositary Receipts|U
PSGTY|Pt Semen Indonesia (Persero) Tbk Unsponsored ADR (Indonesia)|U
PSHGF|Pou Sheng International Holdings Limited Ordinary Shares (Bermuda)|U
PSHGY|Pou Sheng International Holdings Limited Unsponsored ADR (Bermuda)|U
PSHIF|Petroshale, Inc. Ordinary Shares (Canada)|U
PSHZF|Pershing Square Holdings Ltd ACCUM SHS PUBLIC CLASS USD REG S (Guernsey)|U
PSI|Invesco Dynamic Semiconductors ETF|ARCA
PSID|PositiveID Corporation Common Stock|U
PSIQ|Profile Solutions, Inc. Common Stock|U
PSIX|POWER SOLUTIONS INTL INC Common Stock|U
PSJ|Invesco Dynamic Software ETF|ARCA
PSJEY|Petsec Energy Ltd. American Depositary Shares|U
PSK|SPDR Wells Fargo Preferred Stock ETF|ARCA
PSKRF|Protector Forsikring ASA Ordinary Shares (Norway)|U
PSKRY|PROTECTOR FORSIKRING American Depositary Receipts - Unsponsored (Norway)|U
PSKXF|Philippine Stock Exchange Inc Ordinary Shares (Phillippines)|U
PSL|Invesco Exchange-Traded Fund Trust Invesco DWA Consumer Staples Momentum ETF|NASDAQ
PSLKF|Phoslock Environmental Technologies Ltd Ordinary Shares|U
PSLV|Sprott Physical Silver Trust|ARCA
PSM|Principal Exchange-Traded Funds Principal U.S. Small-MidCap Multi-Factor Core Index ETF|NASDAQ
PSMB|Invesco Balanced Multi-Asset Allocation ETF|BATS
PSMC|Invesco Conservative Multi-Asset Allocation ETF|BATS
PSMG|Invesco Growth Multi-Asset Allocation ETF|BATS
PSMM|Invesco Moderately Conservative Multi-Asset Allocation ETF|BATS
PSMMF|Persimmon Ord Ordinary Shares|U
PSMMY|Persimmon Plc Unsponsored ADR (UK)|U
PSMT|PriceSmart, Inc. Common Stock|NASDAQ
PSMUF|Pt Sinar Mas Multhiartha Tbk Ordinary Shares Series A (Indonesia)|U
PSN|Parsons Corporation|NYSE
PSNL|Personalis, Inc. Common Stock|NASDAQ
PSNWF|Pacific Star Networks Ltd Ordinary Shares (Australia)|U
PSO|Pearson plc|NYSE
PSORF|Pearson, Plc Ordinary Shares|U
PSP|Invesco Global Listed Private Equity ETF|ARCA
PSPSF|Psp Swiss Property Namen-Akt Shares (Switzerland)|U
PSPSY|Psp Swiss Property Unsponsored American Depositary Receipt (Switzerland)|U
PSPW|3Power Energy Group Inc. Common Stock|U
PSQ|ProShares Short QQQ|ARCA
PSR|Invesco Active U.S. Real Estate Fund|ARCA
PSRU|PureSpectrum, Inc. Delaware Common Stock|U
PSRVF|Prospero Silver Corp Common Shares|U
PSSGF|P S G Group Ltd Ordinary Shares|U
PSSKF|Pressance Corp, Osaka Common Stock (Japan)|U
PSSR|PASSUR Aerospace, Inc. Common Stock|U
PSSS|Puissant Industries, Inc. Common Stock|U
PST|ProShares Trust UltraShort Lehman 7-10 Year Treasury|ARCA
PSTG|Pure Storage, Inc. Class A|NYSE
PSTI|Pluristem Therapeutics, Inc. Common Stock|NASDAQ
PSTL|Postal Realty Trust, Inc|NYSE
PSTNY|PostNL N.V. American Depositary Receipts - Unsponsored (Netherlands)|U
PSTO|Powerstorm Holdings, Inc. Common Stock|U
PSTRQ|PostRock Energy Corporation Common Stock|U
PSTTF|Prescient Therapeutics Ltd. Ordinary Shares (Australia)|U
PSTV|PLUS THERAPEUTICS, Inc. Common Stock|NASDAQ
PSTVY|Postal Svgs Bk of China Ltd. Unsponsored ADR (China)|U
PSTVZ|PLUS THERAPEUTICS, Inc. Series S Warrant|NASDAQ
PSUD|Petrosun Inc. Common Stock|U
PSV|Hermitage Offshore Services Ltd.|NYSE
PSWR|Prism Software Corporation Common Stock|U
PSWW|Principal Solar, Inc Common Stock|U
PSX|PHILLIPS 66|NYSE
PSXP|PHILLIPS 66 PARTNERS LP|NYSE
PSXRF|Pasinex Res Ltd. Ordinary Shares (Canada)|U
PSYS|Paradigm System Solutions, Inc. Common Stock|U
PSYTF|Pason Systems Inc Ordinary Shares|U
PSZKF|Powszechna Kasa Oszczednosci Bank Polski SA Ordinary Shares (Poland)|U
PSZKY|Powszechna Kasa Oszczednosci Bank Polski SA Unsponsored ADR (Poland)|U
PSZMF|Priszm Income Fund Unit (Canada)|U
PT|Pintec Technology Holdings Limited American Depositary Shares|NASDAQ
PTABF|Pt Astra Agro Lestari Tbk Ordinary Shares|U
PTACU|PropTech Acquisition Corporation Unit|NASDAQ
PTAH|PTA Holdings Inc Common Stock|U
PTAIF|Pt Astra International TBK Ordinary Shares (Indonesia)|U
PTAIY|Pt Astra International TBK Unsponsored ADR (Indonesia)|U
PTALF|Petrotal Corp Ordinary Shares|U
PTAM|Potash America, Inc. Common Stock|U
PTAUF|Port Of Tauranga Ltd Ordinary Shares (New Zealand)|U
PTAUY|Port Of Tauranga Ltd Unsponsored ADR (New Zealand)|U
PTAYF|Pt Asuransi Ramayana(F) Ord Ordinary Shares|U
PTBBU|POET BIOREFINING LLC Unit|U
PTBD|Pacer Trendpilot US Bond ETF|ARCA
PTBRY|Pt Bank Negara Indonesia (Persero) Unsponsored ADR (Indonesia)|U
PTBS|Potomac Bancshares Inc Common Stock|U
PTBTQ|Pope & Talbot, Inc. Common Stock|U
PTC|PTC Inc. Common Stock|NASDAQ
PTCAY|PT Chandra Asri Petrochemical Unsponsored ADR (Indonesia)|U
PTCHF|PureTech Health PLC Ordinary Shares (United Kingdom)|U
PTCO|PetroGas Company Common Stock|U
PTCP|Petrocorp Inc. Common Stock|U
PTCT|PTC Therapeutics, Inc. Common Stock|NASDAQ
PTCXF|PT Wilmar Cahaya Indonesia TBK Ordinary Shares (Indonesia)|U
PTCYY|Parade Technologies Ltd Sponsored GDR Reg S (Cayman Islands)|U
PTE|PolarityTE, Inc. Common Stock|NASDAQ
PTEEF|Plaintree Systems Inc. Ordinary Shares (Canada)|U
PTEFF|Pioneering Technology Corp Ordinary Shares (Canada)|U
PTEL|Pegasus Tel, Inc. Common Stock|U
PTEN|Patterson-UTI Energy, Inc. Common Stock|NASDAQ
PTEO|Proteo, Inc. Common Stock|U
PTEU|Pacer TrendpilotTM European Index ETF|BATS
PTEXF|Pacific Textiles Holdings Ltd Ordinary Shares (Cayman Islands)|U
PTF|Invesco Exchange-Traded Fund Trust Invesco DWA Technology Momentum ETF|NASDAQ
PTFRY|PT Tower Bersama Infrastructure Tbk Unsponsored ADR (Indonesia)|U
PTGCF|PTT Global Chem Pub Co Ltd Common Stock|U
PTGCY|PHAROL SGPS American Depositary Receipts - Sponsored|U
PTGEF|Portage Biotech Inc. Ordinary Shares (BVI)|U
PTGIF|PT Medco Energi International TBK IDR Ordinary Shares|U
PTGJF|Pt Gajah Tunggal Tbk Ordinary Shares (Indonesia)|U
PTGOF|PT Global Mediacom TBK Ordinary Shares (Indonesia)|U
PTGX|Protagonist Therapeutics, Inc. Common Stock|NASDAQ
PTH|Invesco Exchange-Traded Fund Trust Invesco DWA Healthcare Momentum ETF|NASDAQ
PTHIF|PT Solusi Bangun Indonesia TBK Ordinary Shares|U
PTHIY|PT SOLUSI BANGUN INDONESIA TBK  American Depositary Receipts - Unsponsored|U
PTHRF|Pantheon Resources Plc, London Shs (United Kingdom)|U
PTI|Proteostasis Therapeutics, Inc. Common Stock|NASDAQ
PTIFF|Petroceltic International Plc Ordinary Shares (IE)|U
PTIN|Pacer Trendpilot International ETF|ARCA
PTITF|PT Indosat Tbk Ordinary Shares (Indonesia)|U
PTIX|Protagenic Therapeutics, Inc. Common Stock|U
PTIZF|PT Indo Tambangraya Megah Ordinary Shares (Indonesia)|U
PTJSF|PT Jasa Marga (Persero) TBK Ordinary Shares Series B (Indonesia)|U
PTJSY|PT Jasa Marga (Persero) TBK Unsponsored ADR (Indonesia)|U
PTJYF|Pt Jaya Real Property TBK Ordinary Shares (Indonesia)|U
PTKFF|PT Kalbe Farma Ordinary Shares|U
PTKFY|PT Kalbe Farma Unsponsored ADR (Indonesia)|U
PTKHF|Petkim Petrokimya Hldgs AS Ordinary Shares (Turkey)|U
PTLA|Portola Pharmaceuticals, Inc. Common Stock|NASDAQ
PTLC|Pacer Trendpilot US Large Cap ETF|BATS
PTLF|Petlife Pharmaceuticals, Inc Common Stock|U
PTLKF|PT Lippo Karawaci TBK Ordinary Shares (Indonesia)|U
PTMC|Pacer Trendpilot US Mid Cap ETF|BATS
PTMEF|PT MEDIA NUSANTARA CITRA TBK Ordinary Shares (Indonesia)|U
PTMEY|PT Media Nusantara Citra TBK Unsponsored ADR (Indonesia)|U
PTMGF|Platinum Asset Management Ltd Ordinary Shares (Australia)|U
PTMN|Portman Ridge Finance Corporation Common Stock|NASDAQ
PTMSY|PT Matahari Department Store TBK American Despositary Share (Unsponsored) (Indonesia)|U
PTN|Palatin Technologies, Inc.|AMEX
PTNDF|PT Vale Indonesia TBK Ordinary Shares (Indonesia)|U
PTNDY|PT Vale Indonesia Tbk. Unsponsored ADR (Indonesia)|U
PTNKF|PT Tunas Baru Lampung TBK Common Shares   Indonesia (ID)|U
PTNQ|Pacer Trendpilot 100 ETF|BATS
PTNR|Partner Communications Company Ltd. American Depositary Shares|NASDAQ
PTNUF|Platina Resources Ltd, Perth Wa Ordinary Shares (Australia)|U
PTNYF|Parcelpal Technology Inc Ordinary Shares (Canada)|U
PTOAF|Pieridae Energy Limited Common Shares|U
PTOG|Petrotech Oil & Gas, Inc. Common Stock|U
PTOI|Plastic2Oil, Inc.  Common Stock|U
PTON|Peloton Interactive, Inc. Class A Common Stock|NASDAQ
PTONF|Patriot One Technologies Inc. Warrant expiring 02/22/2021(Canada)|U
PTOP|Peer to Peer Network Common Stock|U
PTOS|P2 Solar, Inc. Common Stock|U
PTOTF|Patriot One Technologies Inc. Ordinary Shares (Canada)|U
PTOZF|Plato Gold Corporation Ordinary Shares (Canada)|U
PTPF|All Marketing Solutions Inc. Common Stock|U
PTPIF|PT Chandra Asri PetroChemical Ordinary Shares (Indonesia)|U
PTPKF|PT Pakuwon Jati TBK Ordinary Shares (Indonesia)|U
PTPNF|PT Panin Life Ordinary Shares (Indonesia)|U
PTR|PETROCHINA COMPANY LIMITED ADS (REP 100 H SHARES)|NYSE
PTRC|Petro River Oil Corp Common Shares|U
PTRDF|Petrodorado Energy, Ltd Common Shares|U
PTRO|Petrominerals Corporation Common Stock|U
PTRRF|Pointerra Ltd Ordinary Shares (Australia)|U
PTRTF|Patriot One Technologies Inc. Warrant  Exp 10/30/2020 Canada(CA )|U
PTRUF|Petrus Res Ltd Ordinary Shares (Canada)|U
PTSC|Patriot Scientific Corporation Common Stock|U
PTSH|PTS, Inc. Common Stock|U
PTSI|P.A.M. Transportation Services, Inc. Common Stock|NASDAQ
PTSRF|Partners Real Estate Investment Trust New Units (Canada)|U
PTSS|Peartrack Security Systems, Inc.  Common Stock|U
PTTCF|Pact Group Hldgs Ltd Ordinary Shares (Australia)|U
PTTL|Pure Transit Technologies, Inc. Common Stock|U
PTTN|Patten Energy Solutions Group, Inc. Common Stock|U
PTTPF|PTT Public Company Limited Common Stock (Thailand)|U
PTTTS|Palmetto Real Estate Trust SBI|U
PTTWF|Orange Polska SA SHS (Poland)|U
PTVCA|Protective Insurance Corporation Class A Common Stock|NASDAQ
PTVCB|Protective Insurance Corporation Class B Common Stock|NASDAQ
PTVL|Pro Travel Network, Inc. Common Stock|U
PTVRF|Petro Victory Energy Corp. Ordinary Shares|U
PTXAF|PT XL Axiata Tbk Ordinary Shares (Indonesia)|U
PTXKY|PT XL Axiata Tbk ADR (Indonesia)|U
PTXLF|Ptt Exploration & Prod (Local) Shares Foreign Registered (Thailand)|U
PTY|PIMCO Corporate & Income Opportunity Fund|NYSE
PTZH|PHOTOZOU HLDGS INC Common Stock|U
PTZIF|Patrizia Immobilien Ag Augsburg Ordinary Shares (Germany)|U
PUB|People's Utah Bancorp Common Stock|NASDAQ
PUBC|PureBase Corporation Common Stock|U
PUBGY|Publicis Groupe S.A. Common Stock|U
PUCCF|Pancontinental Res Corp Common Shares|U
PUDA|Puda Coal, Inc. New Common Stock|U
PUFLF|Purifloh Ltd. Ordinary Shares (Australia)|U
PUGE|Puget Technologies Inc Common Stock|U
PUGOY|Peugeot SA Unsponsored ADR (France)|U
PUI|Invesco Exchange-Traded Fund Trust Invesco DWA Utilities Momentum ETF|NASDAQ
PUK|PRUDENTIAL PLC ADS (REP 2 ORD SHARES)|NYSE
PUK PR|Prudential Public Ltd Co. 6.75% Perp Sub Capital Sec.|NYSE
